lat,lng,area,cost
55.63964,37.85222,10.2,5940540.0
55.63964,37.85222,23.0,6539520.0
55.63964,37.85222,23.0,7254780.0
55.64038,37.85393,23.0,6855760.0
55.64038,37.85393,12.0,5347680.0
55.64038,37.85393,29.0,7910840.0
55.64038,37.85393,13.0,5893430.0
55.64038,37.85393,13.0,5893430.0
55.64038,37.85393,13.0,5646400.0
55.64038,37.85393,17.0,4883790.0
55.64038,37.85393,17.0,4219100.0
55.64046,37.85129,,5306000.0
55.65818,37.87258,10.1,5631340.0
55.60257,37.73418,11.2,10009600.0
55.66076,37.72742,19.2,6785940.0
55.66472,37.73383,23.5,9855450.0
55.5569,37.82275,17.1,4683658.0
55.5569,37.82275,25.0,8357578.0
55.5569,37.82275,14.6,5204170.0
55.55419,37.81687,15.2,4763498.0
55.55419,37.81687,18.2,4529147.0
55.55435,37.81815,17.1,3906090.0
55.55388,37.81981,17.1,4018357.0
55.55388,37.81981,14.9,4840647.0
55.55388,37.81981,25.0,8095147.0
55.55435,37.81815,29.0,6521080.0
55.55435,37.81815,14.5,4583301.0
55.55388,37.81981,15.5,3383111.0
55.55435,37.81815,15.5,3560852.0
55.58605,37.75308,,5800680.0
55.60207,37.72995,14.9,9286090.0
55.56057,37.70783,44.3,10516212.0
55.64391,37.70262,15.2,8743232.0
55.64391,37.70262,44.6,17247848.0
55.64391,37.70262,12.6,8764746.0
55.64391,37.70262,39.2,14079684.0
55.64193,37.67772,38.6,14187950.0
55.65788,37.87537,,6250000.0
55.65788,37.87537,,3870000.0
55.56445,37.70929,,8765817.0
55.56293,37.70916,,6179744.0
55.56319,37.70996,,8075761.0
55.62304,37.94391,25.0,8500000.0
55.6203,37.94399,29.0,6333907.0
55.62027,37.94601,45.2,7964771.0
55.62027,37.94601,16.5,3766132.0
55.62027,37.94601,25.0,6965635.0
55.62027,37.94601,29.0,5296769.0
55.62146,37.94397,31.2,6137804.0
55.62146,37.94397,11.9,5047039.0
55.62193,37.94231,17.1,4238001.0
55.6258,37.94182,14.9,5416995.0
55.62193,37.94231,44.5,8706017.0
55.53683,37.64449,,6350000.0
55.64996,37.63051,,22616472.0
55.64996,37.63051,,21819481.0
55.64878,37.63166,,17646884.0
55.64878,37.63166,,22382036.0
55.64878,37.63166,,15622909.0
55.64878,37.63166,,20697325.0
55.64878,37.63166,,23340238.0
55.64878,37.63166,,19735615.0
55.64878,37.63166,,23773580.0
55.64878,37.63166,,15551024.0
55.63997,37.84986,44.4,7891695.0
55.65818,37.87258,28.4,6563700.0
55.65818,37.87258,9.4,4017420.0
55.66076,37.72742,23.5,9252720.0
55.66076,37.72742,22.8,8754250.0
55.53235,37.6375,,3290000.0
55.58605,37.75308,,6839380.0
55.58605,37.75308,,8739900.0
55.58605,37.75308,,6158900.0
55.58605,37.75308,,5831280.0
55.58605,37.75308,,6229650.0
55.58605,37.75308,,6902280.0
55.58605,37.75308,,7009200.0
55.58605,37.75308,,4979940.0
55.58605,37.75308,,7128100.0
55.58605,37.75308,,6412670.0
55.58622,37.75475,,6225030.0
55.58622,37.75475,,6582000.0
55.58622,37.75475,,6567000.0
55.58622,37.75475,,5778850.0
55.58622,37.75475,,7412210.0
55.58622,37.75475,,6522000.0
55.58622,37.75475,,4941600.0
55.58622,37.75475,,5303700.0
55.58622,37.75475,,5998615.0
55.58622,37.75475,,6080340.0
55.66813,37.73724,33.3,9946500.0
55.66813,37.73724,16.0,6877920.0
55.66813,37.73724,17.6,6327000.0
55.66813,37.73724,11.8,6968700.0
55.66813,37.73724,17.3,7647300.0
55.66813,37.73724,36.1,10080000.0
55.66813,37.73724,17.6,5004250.0
55.66813,37.73724,43.5,10130850.0
55.66813,37.73724,17.8,6336800.0
55.66813,37.73724,24.8,9487500.0
55.66813,37.73724,17.3,7647300.0
55.66813,37.73724,16.0,6856560.0
55.66813,37.73724,17.6,5041250.0
55.66813,37.73724,31.1,8712600.0
55.66813,37.73724,17.3,7647300.0
55.66813,37.73724,16.4,7654000.0
55.66813,37.73724,17.3,7647300.0
55.66813,37.73724,16.4,7654000.0
55.66813,37.73724,14.0,7669920.0
55.66813,37.73724,17.6,5041250.0
55.66813,37.73724,18.5,5346810.0
55.66813,37.73724,17.6,5041250.0
55.66813,37.73724,17.6,5004250.0
55.66813,37.73724,17.6,6256700.0
55.66813,37.73724,31.2,8784360.0
55.66813,37.73724,11.8,6968700.0
55.66813,37.73724,11.8,6968700.0
55.66813,37.73724,31.1,8712600.0
55.66813,37.73724,43.2,10067400.0
55.66813,37.73724,14.0,6568200.0
55.66813,37.73724,13.9,7518540.0
55.66813,37.73724,13.9,7691380.0
55.66813,37.73724,17.6,5004250.0
55.66813,37.73724,13.7,6657200.0
55.66813,37.73724,13.7,6657200.0
55.66813,37.73724,18.8,5407290.0
55.66813,37.73724,16.0,6856560.0
55.66813,37.73724,13.7,6657200.0
55.66813,37.73724,24.8,9547500.0
55.66813,37.73724,43.5,10130850.0
55.66813,37.73724,16.4,7482000.0
55.66813,37.73724,14.1,6434700.0
55.66813,37.73724,18.6,5305800.0
55.66813,37.73724,14.2,8402940.0
55.66813,37.73724,34.1,10102500.0
55.66813,37.73724,18.8,5521730.0
55.66813,37.73724,17.6,5022750.0
55.66813,37.73724,14.2,8218260.0
55.66813,37.73724,16.2,6034200.0
55.66813,37.73724,17.9,5152250.0
55.66813,37.73724,18.5,5233650.0
55.66813,37.73724,17.9,5069000.0
55.66813,37.73724,16.4,7654000.0
55.66813,37.73724,14.2,8402940.0
55.66813,37.73724,36.1,10080000.0
55.66813,37.73724,17.3,7823100.0
55.66813,37.73724,33.5,9268350.0
55.66813,37.73724,31.2,8784360.0
55.66813,37.73724,36.1,10080000.0
55.66813,37.73724,16.0,6933600.0
55.66813,37.73724,16.0,7586400.0
55.66813,37.73724,17.9,5375050.0
55.66813,37.73724,16.2,6102000.0
55.66813,37.73724,17.6,5131350.0
55.66813,37.73724,14.0,7669920.0
55.66813,37.73724,11.8,7047000.0
55.66813,37.73724,14.0,6568200.0
55.66813,37.73724,17.6,5112450.0
55.66813,37.73724,17.3,7823100.0
55.66813,37.73724,14.0,6642000.0
55.66813,37.73724,21.0,5753500.0
55.66813,37.73724,14.0,7846240.0
55.66813,37.73724,17.6,5004250.0
55.66813,37.73724,17.6,5150250.0
55.66813,37.73724,16.0,7586400.0
55.66813,37.73724,14.1,6675000.0
55.66813,37.73724,13.9,7518540.0
55.66813,37.73724,17.6,6256700.0
55.66813,37.73724,18.6,5305800.0
55.66528,37.73732,17.3,5048650.0
55.66528,37.73732,28.2,9226500.0
55.66528,37.73732,22.2,6064300.0
55.66528,37.73732,26.3,9945000.0
55.66528,37.73732,17.6,6303600.0
55.66528,37.73732,14.2,7876980.0
55.66528,37.73732,17.5,5201350.0
55.66528,37.73732,17.1,5104890.0
55.66528,37.73732,14.0,7662960.0
55.66528,37.73732,17.1,5104890.0
55.66528,37.73732,13.9,7734300.0
55.66528,37.73732,14.2,7876980.0
55.66528,37.73732,28.1,10194450.0
55.66528,37.73732,14.1,6726600.0
55.66528,37.73732,16.4,7448940.0
55.66528,37.73732,32.1,9333000.0
55.66528,37.73732,49.4,11434020.0
55.66528,37.73732,17.3,5048650.0
55.66528,37.73732,18.4,5382720.0
55.66528,37.73732,22.2,6064300.0
55.66528,37.73732,14.0,6769360.0
55.66528,37.73732,28.2,9226500.0
55.66528,37.73732,17.5,7793460.0
55.66528,37.73732,17.1,5104890.0
55.66528,37.73732,49.4,11517480.0
55.66528,37.73732,17.1,5104890.0
55.66528,37.73732,14.1,6726600.0
55.66528,37.73732,32.6,9667500.0
55.66528,37.73732,11.8,7011420.0
55.66528,37.73732,13.9,8086260.0
55.66528,37.73732,30.8,8643960.0
55.66528,37.73732,17.5,7972620.0
55.66528,37.73732,13.9,7912100.0
55.66528,37.73732,14.1,6732000.0
55.66528,37.73732,14.0,7839120.0
55.66528,37.73732,14.2,8058060.0
55.66528,37.73732,14.1,6651860.0
55.66528,37.73732,17.2,6254920.0
55.66528,37.73732,14.0,7662960.0
55.66528,37.73732,14.0,7662960.0
55.66528,37.73732,17.5,7793460.0
55.66528,37.73732,16.4,7620180.0
55.66528,37.73732,17.2,6237120.0
55.66528,37.73732,14.0,7839120.0
55.66528,37.73732,17.6,5154030.0
55.66528,37.73732,17.3,5266970.0
55.66528,37.73732,22.2,6326540.0
55.66528,37.73732,49.4,11434020.0
55.66528,37.73732,14.0,6548620.0
55.66528,37.73732,27.2,8938500.0
55.66528,37.73732,24.5,9460500.0
55.66528,37.73732,14.2,7876980.0
55.66528,37.73732,16.4,7448940.0
55.66528,37.73732,26.3,9945000.0
55.66528,37.73732,22.2,6064300.0
55.66528,37.73732,17.6,5154030.0
55.66528,37.73732,32.6,9667500.0
55.66528,37.73732,17.3,5157810.0
55.66528,37.73732,14.1,6651860.0
55.66528,37.73732,17.6,5263110.0
55.66528,37.73732,14.0,6548620.0
55.56319,37.70842,,10098846.0
55.56319,37.70996,,5219731.0
55.58605,37.75308,,4729200.0
55.63964,37.85222,14.0,5542800.0
55.63964,37.85222,14.0,5828880.0
55.64038,37.85393,28.0,6297844.0
55.64038,37.85393,12.0,5591970.0
55.64038,37.85393,28.0,7833600.0
55.64038,37.85393,28.0,7863700.0
55.64038,37.85393,44.0,9317880.0
55.64038,37.85393,13.0,5893430.0
55.64038,37.85393,24.0,7052760.0
55.64038,37.85393,17.0,4230720.0
55.64038,37.85393,14.0,5681690.0
55.64038,37.85393,14.0,5575820.0
55.64038,37.85393,17.0,4725840.0
55.64038,37.85393,17.0,4709040.0
55.64038,37.85393,41.0,8846370.0
55.55677,37.8183,15.8,5416313.0
55.61262,37.74858,18.8,10700000.0
55.53428,37.63815,,6412739.0
55.58605,37.75308,,4916040.0
55.55835,37.82143,29.0,7100000.0
55.64391,37.70262,18.4,9913592.0
55.55529,37.81813,28.6,6424955.0
55.5578,37.82272,,5250000.0
55.58709,37.75352,,6071230.0
55.58709,37.75352,,5321140.0
55.58709,37.75352,,6250520.0
55.58709,37.75352,,4798640.0
55.58709,37.75352,,5132400.0
55.58709,37.75352,,8406720.0
55.58709,37.75352,,6405420.0
55.58709,37.75352,,8306640.0
55.58709,37.75352,,6474500.0
55.58709,37.75352,,8932140.0
55.58709,37.75352,,8156520.0
55.58709,37.75352,,6352500.0
55.58709,37.75352,,6787200.0
55.58709,37.75352,,6135250.0
55.58709,37.75352,,6135250.0
55.58709,37.75352,,6394850.0
55.53202,37.71435,,5290000.0
55.53188,37.71264,23.7,5840000.0
55.64193,37.67772,28.9,12195150.0
55.59672,37.88411,34.4,5100000.0
55.59672,37.88411,32.6,4880414.0
55.65211,37.9283,,5118239.0
55.59769,37.87592,14.9,2711859.0
55.59769,37.87592,11.3,2316924.0
55.59769,37.87592,9.4,1884006.0
55.65211,37.9283,,4293377.0
55.65463,37.92422,,4850518.0
55.65463,37.92422,,5116829.0
55.5569,37.82275,15.2,5438307.0
55.5569,37.82275,29.8,7168920.0
55.5569,37.82275,14.6,5166647.0
55.5569,37.82275,16.9,5524959.0
55.65854,37.87349,34.8,7788960.0
55.65854,37.87349,43.2,8646210.0
55.65854,37.87349,12.2,6030030.0
55.65854,37.87349,10.1,5165940.0
55.65854,37.87349,10.2,5489120.0
55.65854,37.87349,12.2,6110490.0
55.60378,37.65574,,8800000.0
55.6509,37.63236,,16555575.0
55.6509,37.63236,,15934067.0
55.6509,37.63236,,8493310.0
55.6509,37.63236,,11468531.0
55.6509,37.63236,,15808356.0
55.6509,37.63236,,16013066.0
55.6509,37.63236,,10765025.0
55.6509,37.63236,,11245784.0
55.6509,37.63236,,11277579.0
55.6509,37.63236,,8407800.0
55.6509,37.63236,,11309420.0
55.6509,37.63236,,11086692.0
55.64996,37.63051,,23747259.0
55.64996,37.63051,,15166875.0
55.64996,37.63051,,15277060.0
55.6509,37.63236,,15707263.0
55.6509,37.63236,,10966407.0
55.6509,37.63236,,15645945.0
55.6509,37.63236,,8486799.0
55.6509,37.63236,,14924210.0
55.6509,37.63236,,16158318.0
55.6509,37.63236,,20912073.0
55.6509,37.63236,,10765185.0
55.6509,37.63236,,15742238.0
55.6509,37.63236,,10938453.0
55.6509,37.63236,,15507063.0
55.6509,37.63236,,8371089.0
55.6509,37.63236,,10865514.0
55.6509,37.63236,,10899333.0
55.6509,37.63236,,10857452.0
55.6509,37.63236,,8417373.0
55.6509,37.63236,,15950278.0
55.64878,37.63166,,21012288.0
55.64878,37.63166,,24507292.0
55.64878,37.63166,,20069661.0
55.64878,37.63166,,18515555.0
55.65854,37.87349,10.1,5455920.0
55.66056,37.73099,11.5,8181600.0
55.55419,37.81687,18.2,4311080.0
55.6203,37.94399,14.5,4518183.0
55.53545,37.64649,,5400000.0
55.64391,37.70262,14.0,7800000.0
55.58605,37.75308,,6592600.0
55.58605,37.75308,,5732560.0
55.58605,37.75308,,6433760.0
55.58605,37.75308,,6084000.0
55.58605,37.75308,,6359920.0
55.58605,37.75308,,6529040.0
55.58605,37.75308,,6229650.0
55.58605,37.75308,,6219180.0
55.58605,37.75308,,6278580.0
55.58622,37.75475,,5746125.0
55.58622,37.75475,,8534555.0
55.58622,37.75475,,6162065.0
55.58622,37.75475,,5486250.0
55.58622,37.75475,,6582000.0
