lat,lng,area
55.721265,37.454753,85.0
55.721265,37.454753,48.9
55.721265,37.454753,105.0
55.721265,37.454753,80.0
55.721265,37.454753,45.5
55.721265,37.454753,95.0
55.721265,37.454753,40.0
55.721265,37.454753,98.0
55.721265,37.454753,75.0
55.721265,37.454753,29.0
